Price,Kilometers_Driven,Fuel_Type,Transmission,City_of_Listing,Brand,Model,Vehicle_Age,Market_Segment
360000,112867,diesel,manual,new delhi,honda,honda city,11,sedan
700000,90018,petrol,manual,new delhi,honda,honda city,9,sedan
239000,48902,petrol,manual,new delhi,maruti,maruti swift,16,hatchback
96154,101355,petrol,manual,new delhi,maruti,maruti swift,17,hatchback
300000,84905,diesel,manual,new delhi,maruti,maruti swift dzire,12,sedan
465000,86000,petrol,manual,new delhi,hyundai,hyundai sonata,14,sedan
750000,88391,diesel,manual,new delhi,mahindra,mahindra scorpio,10,suv
200000,3617,petrol,manual,new delhi,fiat,fiat punto,12,hatchback
1475000,58000,diesel,automatic,new delhi,audi,audi a6,11,sedan
995000,8000,petrol,manual,new delhi,hyundai,hyundai verna,7,sedan
515000,42003,petrol,manual,new delhi,honda,honda amaze,9,sedan
895000,32969,diesel,manual,new delhi,tata,tata altroz,5,hatchback
450000,64393,diesel,manual,new delhi,hyundai,hyundai verna,13,sedan
450000,76448,diesel,manual,new delhi,maruti,maruti sx4 s cross,11,suv
675000,15749,petrol,manual,new delhi,hyundai,hyundai i20,7,hatchback
744000,8009,petrol,manual,new delhi,honda,honda amaze,5,sedan
300000,96192,diesel,manual,new delhi,honda,honda amaze,11,sedan
500000,125638,diesel,manual,new delhi,hyundai,hyundai i20,11,hatchback
700000,5000,diesel,manual,new delhi,renault,renault lodgy,10,muv
350000,45101,diesel,manual,new delhi,hyundai,hyundai grand i10,11,hatchback
405000,65000,petrol,manual,new delhi,hyundai,hyundai verna,13,sedan
800000,175394,petrol,manual,new delhi,hyundai,hyundai creta,9,suv
12100000,24000,petrol,automatic,new delhi,bmw,bmw x7,5,suv
430000,42000,petrol,manual,new delhi,maruti,maruti swift dzire,12,sedan
6250000,15000,petrol,automatic,new delhi,audi,audi s5,6,sedan
1452000,58000,diesel,automatic,new delhi,audi,audi a6,11,sedan
275000,112532,cng,manual,new delhi,maruti,maruti wagon r,11,hatchback
1370000,27615,petrol,manual,new delhi,hyundai,hyundai creta,6,suv
5850000,34000,petrol,automatic,new delhi,jeep,jeep wrangler,5,suv
635000,5500,petrol,manual,new delhi,maruti,maruti swift,5,hatchback
1687000,4803,petrol,automatic,new delhi,mahindra,mahindra thar,5,suv
200000,154281,petrol,manual,new delhi,honda,honda city,17,sedan
1190000,60000,diesel,automatic,new delhi,hyundai,hyundai creta,8,suv
250000,135265,petrol,manual,new delhi,honda,honda city,16,sedan
688000,9638,petrol,manual,new delhi,maruti,maruti swift,5,hatchback
230000,80000,petrol,automatic,new delhi,hyundai,hyundai i20,16,hatchback
150000,92087,petrol,manual,new delhi,honda,honda city,18,sedan
90000,168346,petrol,manual,new delhi,maruti,maruti wagon r,17,hatchback
590000,65000,petrol,manual,new delhi,maruti,maruti swift dzire,7,sedan
4700000,6000,petrol,automatic,new delhi,mercedes-benz,mercedes-benz c-class,5,sedan
200000,88679,petrol,manual,new delhi,hyundai,hyundai i10,15,hatchback
560000,19000,petrol,manual,new delhi,hyundai,hyundai grand i10,7,hatchback
475000,39171,diesel,manual,new delhi,honda,honda city,12,sedan
120000,76884,petrol,manual,new delhi,chevrolet,chevrolet beat,16,hatchback
825000,25000,petrol,manual,new delhi,kia,kia sonet,5,suv
2895000,38000,diesel,automatic,new delhi,mercedes-benz,mercedes-benz cla,7,sedan
419000,23943,petrol,manual,new delhi,volkswagen,volkswagen polo,11,hatchback
1095000,67000,petrol,automatic,new delhi,skoda,skoda octavia,9,sedan
392171,143032,petrol,automatic,new delhi,mitsubishi,mitsubishi outlander,15,suv
650000,60372,petrol,automatic,new delhi,honda,honda jazz,9,hatchback
1490000,95000,diesel,automatic,new delhi,toyota,toyota fortuner,12,suv
822000,64691,diesel,manual,new delhi,maruti,maruti vitara brezza,8,suv
1045000,39000,diesel,manual,new delhi,tata,tata hexa,8,muv
947000,26120,diesel,automatic,new delhi,maruti,maruti vitara brezza,7,suv
650000,21942,petrol,manual,new delhi,tata,tata nexon,6,suv
1174005,99219,diesel,manual,new delhi,toyota,toyota fortuner,13,suv
600000,72120,petrol,automatic,new delhi,honda,honda city,11,sedan
225000,93000,petrol,manual,pune,honda,honda jazz,16,hatchback
169345,140572,petrol,manual,pune,honda,honda city,18,sedan
666102,64419,diesel,manual,pune,skoda,skoda rapid,9,sedan
450000,66335,diesel,automatic,pune,skoda,skoda rapid,11,sedan
600000,78585,diesel,manual,pune,maruti,maruti swift,10,hatchback
190000,79470,petrol,manual,pune,hyundai,hyundai i20,17,hatchback
325000,51539,petrol,manual,pune,honda,honda amaze,12,sedan
500000,30948,petrol,manual,pune,maruti,maruti ciaz,11,sedan
270735,53335,petrol,manual,pune,honda,honda city,16,sedan
380000,26534,petrol,manual,pune,volkswagen,volkswagen polo,11,hatchback
650000,10780,petrol,manual,pune,hyundai,hyundai grand i10 nios,7,hatchback
159258,66842,diesel,manual,pune,tata,tata indica,16,hatchback
215000,50491,petrol,manual,pune,datsun,datsun redigo,9,hatchback
580838,38817,petrol,manual,pune,maruti,maruti baleno,9,hatchback
160000,62950,petrol,manual,pune,maruti,maruti sx4,16,sedan
2310418,78122,diesel,automatic,pune,bmw,bmw 5 series,11,sedan
165000,35600,petrol,manual,pune,hyundai,hyundai getz,18,hatchback
267085,82547,diesel,manual,pune,chevrolet,chevrolet sail,13,sedan
250000,33556,diesel,manual,pune,honda,honda amaze,13,sedan
2800000,70662,petrol,automatic,pune,jaguar,jaguar xf,15,sedan
449500,58000,diesel,manual,pune,maruti,maruti swift,14,hatchback
300000,133799,diesel,manual,pune,maruti,maruti swift dzire,16,sedan
736517,33054,petrol,automatic,pune,maruti,maruti baleno,8,hatchback
315000,19112,petrol,manual,pune,maruti,maruti alto 800,10,hatchback
1112699,67008,diesel,manual,pune,jeep,jeep compass,9,suv
700000,104773,diesel,manual,pune,tata,tata nexon,8,suv
261066,89191,petrol,manual,pune,honda,honda city,16,sedan
201336,43583,petrol,manual,pune,maruti,maruti zen estilo,15,hatchback
1550000,5366,diesel,manual,pune,kia,kia carens,4,muv
550000,66882,petrol,manual,pune,maruti,maruti baleno,9,hatchback
144631,8796,petrol,manual,pune,hyundai,hyundai santro xing,17,hatchback
430000,52531,petrol,manual,pune,tata,tata tigor,8,sedan
600000,94670,petrol,automatic,pune,honda,honda city,11,sedan
1450000,5443,petrol,automatic,pune,honda,honda city,4,sedan
405610,106572,diesel,manual,pune,tata,tata new safari,12,suv
1058240,19632,petrol,manual,pune,hyundai,hyundai venue,6,suv
1800000,87000,diesel,automatic,pune,jaguar,jaguar xf,10,sedan
400000,31738,cng,manual,pune,maruti,maruti wagon r,11,hatchback
450000,15580,petrol,manual,pune,ford,ford freestyle,7,hatchback
200000,75671,petrol,manual,pune,honda,honda brio,14,hatchback
625000,53505,petrol,manual,pune,volkswagen,volkswagen ameo,9,sedan
250000,92626,diesel,manual,pune,chevrolet,chevrolet enjoy,13,muv
310000,69000,petrol,manual,pune,maruti,maruti wagon r,13,hatchback
644000,21473,cng,manual,pune,maruti,maruti wagon r,5,hatchback
156194,60271,petrol,manual,pune,hyundai,hyundai accent,16,sedan
750000,4448,petrol,manual,pune,hyundai,hyundai grand i10 nios,4,hatchback
600000,24904,petrol,manual,pune,maruti,maruti baleno,9,hatchback
110000,120000,diesel,manual,pune,tata,tata indica,17,hatchback
399000,24062,petrol,manual,pune,maruti,maruti wagon r,10,hatchback
550000,25470,petrol,manual,pune,volkswagen,volkswagen vento,10,sedan
240000,39399,petrol,manual,pune,chevrolet,chevrolet sail,11,sedan
550000,92678,diesel,manual,pune,honda,honda city,11,sedan
265000,60540,petrol,manual,pune,maruti,maruti swift,16,hatchback
387817,34394,petrol,automatic,pune,maruti,maruti swift dzire,14,sedan
1086000,13730,diesel,manual,pune,ford,ford ecosport,6,suv
230000,19618,petrol,manual,pune,hyundai,hyundai eon,10,hatchback
170000,121069,petrol,manual,pune,maruti,maruti swift,17,hatchback
1550000,118074,diesel,manual,pune,toyota,toyota innova crysta,10,muv
615000,37790,petrol,manual,pune,tata,tata nexon,9,suv
450000,46392,petrol,manual,pune,tata,tata tiago,8,hatchback
170000,37178,petrol,manual,pune,hyundai,hyundai eon,12,hatchback
534075,28521,petrol,automatic,pune,maruti,maruti wagon r,7,hatchback
1000000,224303,diesel,automatic,pune,land rover,land rover freelander 2,15,suv
500000,43808,petrol,manual,pune,maruti,maruti celerio,9,hatchback
58000,18141,petrol,manual,pune,tata,tata nano,16,hatchback
132554,114773,petrol,manual,pune,tata,tata manza,16,sedan
475000,36000,petrol,manual,pune,maruti,maruti celerio,9,hatchback
365000,23727,petrol,manual,pune,hyundai,hyundai xcent,12,sedan
600000,95208,diesel,manual,pune,hyundai,hyundai elantra,14,sedan
1550000,24421,diesel,automatic,pune,kia,kia seltos,7,suv
285000,14164,petrol,manual,pune,mahindra,mahindra kuv 100,10,suv
1550000,18440,electric,automatic,pune,tata,tata nexon ev prime,4,suv
1000000,40743,petrol,automatic,pune,hyundai,hyundai creta,8,suv
350000,31800,diesel,manual,pune,ford,ford figo,11,hatchback
650000,100812,petrol,manual,pune,honda,honda city,10,sedan
500000,42723,petrol,manual,pune,tata,tata tiago,6,hatchback
486000,43988,petrol,manual,pune,hyundai,hyundai grand i10,11,hatchback
850000,43161,petrol,manual,pune,honda,honda wr-v,8,suv
625000,41847,petrol,manual,pune,maruti,maruti baleno,8,hatchback
420000,71446,diesel,manual,pune,tata,tata tiago,10,hatchback
197201,45923,petrol,manual,pune,hyundai,hyundai i20,17,hatchback
680000,90000,diesel,manual,pune,mahindra,mahindra tuv 300,10,suv
1250000,3604,electric,automatic,pune,tata,tata nexon ev prime,4,suv
400000,24839,petrol,automatic,pune,maruti,maruti celerio,9,hatchback
300000,22162,petrol,manual,pune,maruti,maruti swift,15,hatchback
325000,71760,petrol,automatic,pune,hyundai,hyundai i10,14,hatchback
580000,86000,petrol,manual,pune,honda,honda city,12,sedan
180000,92290,diesel,manual,pune,maruti,maruti ritz,15,hatchback
290000,92000,diesel,automatic,pune,chevrolet,chevrolet cruze,16,sedan
5485000,75800,petrol,automatic,pune,porsche,porsche cayenne,12,suv
665000,60000,petrol,manual,pune,hyundai,hyundai i20,9,hatchback
650000,14048,petrol,manual,pune,maruti,maruti swift,7,hatchback
549999,65000,petrol,manual,pune,tata,tata tiago,7,hatchback
550000,24043,petrol,manual,pune,hyundai,hyundai i20,10,hatchback
1600000,70961,petrol,automatic,pune,mercedes-benz,mercedes-benz gla class,10,suv
575000,82000,diesel,manual,pune,mahindra,mahindra bolero,13,suv
150950,52632,petrol,manual,pune,maruti,maruti alto k10,16,hatchback
300000,81181,diesel,manual,pune,hyundai,hyundai verna,17,sedan
300000,93741,petrol,manual,pune,hyundai,hyundai verna,14,sedan
439276,53959,cng,manual,pune,maruti,maruti wagon r,8,hatchback
650000,26021,petrol,manual,pune,hyundai,hyundai grand i10 nios,6,hatchback
1175000,62000,petrol,automatic,pune,honda,honda cr-v,11,suv
315000,33132,petrol,manual,pune,datsun,datsun go plus,9,muv
2520000,107779,diesel,automatic,pune,land rover,land rover range rover evoque,11,suv
270000,42584,petrol,manual,pune,chevrolet,chevrolet sail,13,sedan
2100000,83569,diesel,automatic,pune,mercedes-benz,mercedes-benz e-class,11,sedan
350000,24970,petrol,automatic,pune,skoda,skoda rapid,14,sedan
690644,12315,petrol,automatic,pune,maruti,maruti swift dzire,9,sedan
688000,43129,petrol,manual,pune,maruti,maruti ciaz,9,sedan
849798,106311,diesel,manual,pune,maruti,maruti sx4 s cross,8,suv
575508,38390,petrol,automatic,pune,maruti,maruti baleno,10,hatchback
2350000,28000,diesel,automatic,pune,toyota,toyota innova crysta,5,muv
350000,52184,petrol,manual,pune,hyundai,hyundai verna,14,sedan
1565000,19804,petrol,automatic,pune,kia,kia seltos,6,suv
415000,10503,petrol,manual,pune,maruti,maruti wagon r,9,hatchback
1700000,21600,petrol,automatic,pune,mg,mg hector plus,5,suv
300000,51833,petrol,manual,pune,maruti,maruti eeco,14,minivans
359000,41221,petrol,manual,pune,maruti,maruti wagon r,12,hatchback
795000,9000,petrol,automatic,pune,tata,tata tigor,5,sedan
105000,70000,petrol,manual,pune,maruti,maruti estilo,17,hatchback
85000,46722,petrol,manual,pune,hyundai,hyundai i10,18,hatchback
1703949,11583,petrol,automatic,pune,mg,mg hector,6,suv
792903,10511,petrol,manual,pune,tata,tata altroz,5,hatchback
486999,42006,petrol,manual,pune,maruti,maruti baleno,10,hatchback
500000,27718,petrol,manual,pune,maruti,maruti baleno,10,hatchback
620000,1530,petrol,manual,pune,hyundai,hyundai aura,5,sedan
650000,134582,diesel,manual,pune,toyota,toyota innova,14,muv
455000,120000,diesel,manual,pune,maruti,maruti swift,12,hatchback
519909,152552,diesel,manual,pune,maruti,maruti ciaz,11,sedan
700000,26523,petrol,manual,pune,honda,honda amaze,7,sedan
420000,45881,petrol,manual,pune,volkswagen,volkswagen polo,10,hatchback
150000,49711,petrol,manual,pune,hyundai,hyundai i20,16,hatchback
691822,117844,diesel,automatic,pune,bmw,bmw 3 series,15,luxury vehicles
250000,12052,petrol,manual,pune,hyundai,hyundai eon,12,hatchback
95000,110000,petrol,manual,pune,hyundai,hyundai santro xing,18,hatchback
1875000,30560,petrol,automatic,pune,mini,mini cooper,14,hatchback
800000,30449,diesel,manual,pune,maruti,maruti sx4 s cross,8,suv
340000,90000,diesel,manual,pune,skoda,skoda fabia,14,hatchback
1084166,62316,petrol,automatic,pune,hyundai,hyundai verna,7,sedan
102034,29135,petrol,manual,pune,maruti,maruti alto,18,hatchback
500000,51889,diesel,manual,pune,maruti,maruti sx4,15,sedan
150000,33521,petrol,manual,pune,chevrolet,chevrolet beat,13,hatchback
1400000,34420,petrol,manual,pune,kia,kia seltos,5,suv
350000,112662,petrol,manual,pune,tata,tata tiago,10,hatchback
215000,98617,petrol,manual,pune,hyundai,hyundai i20,17,hatchback
460000,14117,petrol,manual,pune,hyundai,hyundai grand i10,9,hatchback
275000,69150,petrol,manual,pune,volkswagen,volkswagen vento,13,sedan
694031,93579,petrol,automatic,pune,mercedes-benz,mercedes-benz c-class,15,sedan
270000,10975,petrol,manual,pune,maruti,maruti swift dzire,15,sedan
265000,34000,petrol,manual,pune,maruti,maruti omni,11,minivans
670000,39490,diesel,manual,pune,tata,tata nexon,8,suv
480000,91657,petrol,manual,pune,fiat,fiat linea,11,sedan
875000,53421,petrol,automatic,pune,maruti,maruti ciaz,8,sedan
461000,57410,petrol,manual,pune,maruti,maruti swift dzire,13,sedan
225000,44795,petrol,manual,pune,hyundai,hyundai i10,14,hatchback
219000,90653,cng,manual,pune,hyundai,hyundai santro xing,13,hatchback
275000,96000,petrol,manual,pune,volkswagen,volkswagen vento,15,sedan
150000,47750,petrol,manual,pune,chevrolet,chevrolet beat,15,hatchback
432149,24239,petrol,manual,pune,maruti,maruti swift dzire,13,sedan
430000,99755,petrol,manual,pune,volkswagen,volkswagen vento,10,sedan
493000,15047,petrol,manual,pune,maruti,maruti wagon r,7,hatchback
361760,58193,petrol,automatic,pune,maruti,maruti celerio,12,hatchback
225000,110112,diesel,manual,pune,skoda,skoda rapid,14,sedan
200000,73099,petrol,manual,pune,hyundai,hyundai i10,15,hatchback
475227,97055,diesel,manual,pune,maruti,maruti baleno,10,hatchback
354923,63160,petrol,manual,pune,toyota,toyota etios,12,sedan
970000,33029,petrol,automatic,pune,toyota,toyota urban cruiser,5,suv
591718,11751,diesel,automatic,pune,volkswagen,volkswagen ameo,10,sedan
875000,75789,diesel,manual,pune,maruti,maruti sx4 s cross,7,suv
505000,87000,diesel,manual,pune,hyundai,hyundai xcent,9,sedan
320000,37369,petrol,manual,pune,hyundai,hyundai i20,13,hatchback
525001,62001,petrol,manual,pune,honda,honda city,11,sedan
301000,22436,petrol,manual,pune,maruti,maruti alto 800,8,hatchback
388000,52608,petrol,manual,pune,maruti,maruti wagon r,11,hatchback
200000,142729,diesel,manual,pune,maruti,maruti sx4,15,sedan
161442,55663,petrol,manual,pune,tata,tata indica,15,hatchback
650000,21637,petrol,automatic,pune,maruti,maruti swift dzire,8,sedan
700000,106700,diesel,manual,pune,toyota,toyota innova,12,muv
210000,117552,petrol,manual,pune,honda,honda city,17,sedan
850000,73113,diesel,automatic,pune,maruti,maruti vitara brezza,8,suv
60000,122249,petrol,manual,pune,maruti,maruti alto,21,hatchback
1000000,15130,petrol,manual,pune,honda,honda city,7,sedan
330000,37465,petrol,manual,pune,hyundai,hyundai xcent,12,sedan
1500000,14494,petrol,automatic,pune,jeep,jeep compass,9,suv
800000,12852,petrol,manual,pune,kia,kia sonet,5,suv
752034,32931,petrol,manual,pune,hyundai,hyundai i20,7,hatchback
1250000,7944,petrol,automatic,pune,kia,kia sonet,6,suv
1000000,24282,diesel,manual,pune,kia,kia sonet,5,suv
290000,29826,petrol,manual,pune,hyundai,hyundai i20,14,hatchback
110000,79787,petrol,manual,pune,maruti,maruti a-star,17,hatchback
1060000,12000,petrol,manual,pune,honda,honda city,7,sedan
549000,34362,cng,manual,pune,maruti,maruti celerio,7,hatchback
1550000,230000,diesel,manual,pune,toyota,toyota fortuner,11,suv
580000,77205,petrol,automatic,pune,honda,honda city,12,sedan
274247,234203,diesel,manual,pune,volkswagen,volkswagen jetta,16,sedan
1760000,34000,petrol,automatic,pune,mini,mini cooper,14,hatchback
697247,68454,petrol,manual,pune,hyundai,hyundai i20,8,hatchback
555000,23388,cng,manual,pune,maruti,maruti s-presso,5,hatchback
400000,88840,petrol,manual,pune,hyundai,hyundai xcent,10,sedan
75000,174243,petrol,manual,pune,fiat,fiat linea,16,sedan
470000,58000,petrol,manual,pune,maruti,maruti swift dzire,11,sedan
1500000,93835,diesel,automatic,pune,bmw,bmw 5 series,16,luxury vehicles
300000,35916,petrol,automatic,pune,honda,honda brio,13,hatchback
529281,34233,diesel,automatic,pune,hyundai,hyundai verna,13,sedan
598000,4135,petrol,manual,pune,maruti,maruti wagon r,4,hatchback
525317,76928,petrol,automatic,pune,honda,honda amaze,10,sedan
541426,109134,diesel,automatic,pune,bmw,bmw 3 series,16,luxury vehicles
625000,36000,petrol,automatic,pune,volkswagen,volkswagen vento,11,sedan
295000,41206,petrol,manual,pune,maruti,maruti alto 800,11,hatchback
200000,143171,diesel,manual,pune,hyundai,hyundai i20,15,hatchback
170000,82939,diesel,manual,pune,ford,ford figo,14,hatchback
450000,15869,petrol,manual,pune,hyundai,hyundai i20,11,hatchback
1550000,11780,electric,automatic,pune,tata,tata nexon ev prime,4,suv
528561,32391,petrol,manual,pune,volkswagen,volkswagen polo,10,hatchback
650000,12982,petrol,manual,pune,hyundai,hyundai i20,9,hatchback
130000,68236,petrol,manual,pune,hyundai,hyundai accent,16,sedan
205600,73755,petrol,manual,pune,maruti,maruti swift,16,hatchback
420000,9122,petrol,automatic,pune,maruti,maruti alto k10,7,hatchback
1800000,15096,diesel,manual,pune,jeep,jeep compass,4,suv
845000,86000,diesel,manual,pune,maruti,maruti vitara brezza,8,suv
250000,53794,diesel,manual,pune,chevrolet,chevrolet tavera,18,muv
850000,36420,diesel,manual,pune,honda,honda br-v,9,suv
350000,70000,diesel,manual,pune,toyota,toyota etios liva,13,hatchback
1047000,16240,petrol,automatic,pune,hyundai,hyundai venue,7,suv
1031000,19686,petrol,automatic,pune,maruti,maruti ciaz,7,sedan
280000,56258,petrol,manual,pune,hyundai,hyundai i20,16,hatchback
750000,92618,diesel,manual,pune,maruti,maruti ciaz,9,sedan
530000,59000,diesel,manual,pune,hyundai,hyundai verna,14,sedan
740000,25000,petrol,automatic,pune,hyundai,hyundai grand i10 nios,5,hatchback
120000,120000,diesel,manual,pune,chevrolet,chevrolet beat,14,hatchback
850000,47934,diesel,manual,pune,hyundai,hyundai creta,10,suv
655000,97000,diesel,manual,pune,maruti,maruti ciaz,11,sedan
370000,61380,diesel,manual,pune,skoda,skoda rapid,12,sedan
453000,80224,petrol,automatic,pune,maruti,maruti celerio,9,hatchback
575000,13000,petrol,automatic,pune,hyundai,hyundai grand i10,7,hatchback
650000,111367,diesel,manual,pune,tata,tata nexon,8,suv
708000,36173,petrol,automatic,pune,maruti,maruti swift,8,hatchback
1050000,84675,diesel,manual,pune,hyundai,hyundai creta,8,suv
732252,60506,diesel,manual,pune,maruti,maruti sx4 s cross,9,suv
275000,52386,petrol,manual,pune,hyundai,hyundai i20,13,hatchback
759762,6947,petrol,manual,pune,hyundai,hyundai i20 active,7,hatchback
310000,78640,petrol,manual,pune,hyundai,hyundai i10,13,hatchback
272000,97937,petrol,manual,pune,hyundai,hyundai i10,13,hatchback
130000,136268,petrol,manual,pune,maruti,maruti alto k10,15,hatchback
1300000,49248,diesel,manual,pune,jeep,jeep compass,9,suv
843231,32705,diesel,manual,pune,maruti,maruti vitara brezza,8,suv
428000,83479,cng,manual,pune,maruti,maruti celerio,11,hatchback
183000,34792,petrol,manual,pune,maruti,maruti zen estilo,16,hatchback
334000,19212,petrol,manual,pune,maruti,maruti alto 800,8,hatchback
610000,91000,diesel,manual,pune,renault,renault duster,11,suv
260000,89804,diesel,manual,pune,hyundai,hyundai i20,15,hatchback
1100000,50700,petrol,automatic,pune,mercedes-benz,mercedes-benz b class,13,hatchback
100000,41502,petrol,manual,pune,maruti,maruti swift,20,hatchback
190000,47479,petrol,manual,pune,maruti,maruti sx4,16,sedan
217000,46312,petrol,manual,pune,hyundai,hyundai i10,16,hatchback
1195000,89000,diesel,automatic,pune,bmw,bmw 1 series,12,hatchback
400000,8272,petrol,automatic,pune,renault,renault kwid,6,hatchback
395000,65085,petrol,manual,pune,hyundai,hyundai grand i10,12,hatchback
150000,102432,diesel,manual,pune,tata,tata indica,16,hatchback
250000,119398,petrol,manual,pune,maruti,maruti swift dzire,16,sedan
430000,46039,petrol,manual,pune,maruti,maruti swift,11,hatchback
197953,61693,petrol,manual,pune,hyundai,hyundai i10,16,hatchback
212264,56275,petrol,manual,pune,maruti,maruti alto k10,13,hatchback
1347705,15522,petrol,automatic,pune,hyundai,hyundai creta,7,suv
320000,108467,diesel,manual,pune,maruti,maruti swift,15,hatchback
158000,80267,petrol,manual,pune,maruti,maruti alto,15,hatchback
300000,102649,cng,manual,pune,maruti,maruti wagon r,12,hatchback
1600000,116694,petrol,automatic,pune,skoda,skoda octavia,8,sedan
600000,50894,petrol,manual,pune,hyundai,hyundai i20,11,hatchback
250000,87727,petrol,automatic,pune,nissan,nissan teana,16,sedan
245000,55484,petrol,manual,pune,renault,renault kwid,10,hatchback
800000,4739,petrol,manual,pune,tata,tata punch,4,suv
1500000,80827,diesel,manual,pune,mahindra,mahindra scorpio,6,suv
200000,72433,petrol,manual,pune,maruti,maruti ritz,16,hatchback
150000,79880,petrol,manual,pune,hyundai,hyundai i10,18,hatchback
780000,139964,diesel,manual,pune,maruti,maruti sx4 s cross,9,suv
300000,147265,cng,manual,pune,maruti,maruti wagon r,10,hatchback
320000,25632,petrol,automatic,pune,hyundai,hyundai xcent,11,sedan
310000,64000,cng,manual,pune,maruti,maruti wagon r,14,hatchback
370000,3290,petrol,manual,pune,maruti,maruti alto 800,5,hatchback
350000,58578,petrol,automatic,pune,maruti,maruti celerio,11,hatchback
665000,42974,petrol,manual,pune,maruti,maruti ciaz,9,sedan
233627,58436,petrol,manual,pune,hyundai,hyundai i10,15,hatchback
901000,67737,diesel,manual,pune,hyundai,hyundai creta,11,suv
270000,39256,petrol,manual,pune,maruti,maruti wagon r,13,hatchback
1800000,2559,diesel,automatic,pune,mahindra,mahindra thar,5,suv
230000,22652,petrol,manual,pune,hyundai,hyundai i10,15,hatchback
225000,43081,petrol,manual,pune,hyundai,hyundai i20,15,hatchback
420000,50034,petrol,manual,pune,maruti,maruti swift dzire,12,sedan
900000,40813,diesel,automatic,pune,maruti,maruti vitara brezza,8,suv
604000,86964,diesel,manual,pune,hyundai,hyundai i20,12,hatchback
240000,63560,petrol,manual,pune,nissan,nissan micra,15,hatchback
200000,36077,petrol,manual,pune,hyundai,hyundai i10,15,hatchback
732000,64622,diesel,manual,pune,volkswagen,volkswagen polo,7,hatchback
275001,57000,diesel,manual,pune,fiat,fiat linea,15,sedan
500000,106311,diesel,manual,pune,mahindra,mahindra xuv500,14,suv
13500000,18273,diesel,automatic,pune,bmw,bmw 7 series,5,sedan
600000,26178,petrol,manual,pune,hyundai,hyundai verna,9,sedan
260000,48777,petrol,manual,pune,honda,honda amaze,12,sedan
400000,78602,petrol,manual,pune,hyundai,hyundai grand i10,12,hatchback
300000,68648,petrol,manual,pune,datsun,datsun redigo,9,hatchback
1015000,39869,petrol,automatic,pune,maruti,maruti ciaz,6,sedan
649900,35768,petrol,manual,pune,tata,tata altroz,5,hatchback
173965,37289,petrol,manual,pune,tata,tata manza,16,sedan
250000,84277,petrol,manual,pune,maruti,maruti ritz,15,hatchback
1700000,22000,petrol,automatic,pune,mg,mg hector,5,suv
625000,45804,petrol,automatic,pune,maruti,maruti ciaz,9,sedan
324372,9151,petrol,manual,pune,hyundai,hyundai eon,9,hatchback
663000,13595,petrol,automatic,pune,hyundai,hyundai grand i10,7,hatchback
300000,45110,petrol,manual,pune,honda,honda amaze,12,sedan
750000,92764,diesel,manual,pune,hyundai,hyundai creta,10,suv
450000,33036,petrol,manual,pune,tata,tata bolt,11,hatchback
425000,52000,petrol,manual,pune,renault,renault duster,13,suv
690000,16663,petrol,manual,pune,hyundai,hyundai aura,6,sedan
515000,5289,petrol,manual,pune,honda,honda jazz,10,hatchback
438000,79772,petrol,manual,pune,honda,honda amaze,11,sedan
315000,48002,petrol,manual,pune,hyundai,hyundai i10,11,hatchback
550000,39135,petrol,manual,pune,toyota,toyota corolla altis,11,sedan
570000,49881,petrol,manual,pune,maruti,maruti baleno,10,hatchback
140000,72987,petrol,manual,pune,skoda,skoda fabia,17,hatchback
525000,62002,petrol,automatic,pune,mercedes-benz,mercedes-benz e-class,16,sedan
520000,120000,diesel,manual,pune,hyundai,hyundai verna,13,sedan
1200000,68000,diesel,manual,pune,mahindra,mahindra xuv500,8,suv
350000,21000,petrol,manual,pune,renault,renault kwid,8,hatchback
625000,67800,petrol,manual,pune,volkswagen,volkswagen vento,10,sedan
515000,6044,petrol,manual,pune,hyundai,hyundai santro,6,hatchback
700000,43196,petrol,manual,pune,honda,honda city,8,sedan
781000,57775,diesel,manual,pune,maruti,maruti vitara brezza,8,suv
1000669,56790,diesel,manual,pune,hyundai,hyundai verna,7,sedan
1200000,172580,diesel,automatic,pune,hyundai,hyundai elantra,10,sedan
241162,52969,petrol,manual,pune,hyundai,hyundai verna,16,sedan
399306,26874,petrol,manual,pune,volkswagen,volkswagen polo,10,hatchback
451000,43610,petrol,manual,pune,hyundai,hyundai i20,12,hatchback
160000,68495,petrol,manual,pune,maruti,maruti alto k10,14,hatchback
360000,80000,petrol,manual,pune,honda,honda jazz,13,hatchback
825000,10000,petrol,manual,pune,maruti,maruti ciaz,8,sedan
240000,64420,petrol,manual,pune,honda,honda brio,14,hatchback
1415000,12345,petrol,manual,pune,maruti,maruti eeco,8,minivans
120546,74228,lpg,manual,pune,maruti,maruti wagon r,18,hatchback
325000,80389,petrol,manual,pune,honda,honda city,14,sedan
1200000,20250,petrol,automatic,pune,honda,honda city,6,sedan
400000,234460,diesel,manual,pune,maruti,maruti swift,15,hatchback
179121,78224,petrol,manual,pune,hyundai,hyundai i10,17,hatchback
400000,88503,petrol,manual,pune,honda,honda city,12,sedan
1250000,12251,petrol,manual,pune,kia,kia seltos,6,suv
315000,64880,petrol,manual,pune,honda,honda amaze,13,sedan
175000,73500,petrol,manual,pune,hyundai,hyundai i10,18,hatchback
628000,43960,petrol,manual,pune,volkswagen,volkswagen polo,9,hatchback
