Price,Kilometers_Driven,Fuel_Type,Transmission,City_of_Listing,Brand,Model,Vehicle_Age,Market_Segment
2475000,32000,diesel,automatic,mumbai,mahindra,mahindra alturas g4,8,suv
1430000,41000,petrol,automatic,mumbai,skoda,skoda superb,10,sedan
455000,80000,cng,manual,mumbai,maruti,maruti wagon r,9,hatchback
3199000,37000,diesel,automatic,mumbai,bmw,bmw 3 series gt,9,sedan
842413,40073,petrol,manual,mumbai,hyundai,hyundai creta,10,suv
1075000,48000,petrol,automatic,mumbai,mercedes-benz,mercedes-benz e-class,15,sedan
14800000,2500,diesel,automatic,mumbai,bmw,bmw 7 series,4,sedan
550000,34000,petrol,automatic,mumbai,hyundai,hyundai grand i10,9,hatchback
463000,37676,cng,manual,mumbai,maruti,maruti wagon r,8,hatchback
495000,69751,petrol,manual,mumbai,maruti,maruti swift,11,hatchback
1045000,67000,petrol,automatic,mumbai,hyundai,hyundai creta,9,suv
4150000,9300,diesel,automatic,mumbai,mg,mg gloster,5,suv
1395000,25000,petrol,automatic,mumbai,honda,honda city,5,sedan
2425000,50900,diesel,automatic,mumbai,bmw,bmw 5 series,10,sedan
850000,84000,petrol,automatic,mumbai,mercedes-benz,mercedes-benz e-class,16,sedan
560000,50000,petrol,automatic,mumbai,hyundai,hyundai xcent,9,sedan
415000,32000,petrol,manual,mumbai,ford,ford aspire,9,sedan
2650000,38000,diesel,automatic,mumbai,mercedes-benz,mercedes-benz cla,8,sedan
566000,62215,petrol,manual,mumbai,volkswagen,volkswagen vento,10,sedan
550000,32132,petrol,manual,mumbai,hyundai,hyundai grand i10,8,hatchback
649999,55250,petrol,automatic,mumbai,volkswagen,volkswagen polo,10,hatchback
995000,95122,diesel,automatic,mumbai,hyundai,hyundai creta,10,suv
683000,12138,petrol,manual,mumbai,honda,honda amaze,7,sedan
6000000,24700,diesel,automatic,mumbai,bmw,bmw 6 series,8,sedan
274000,65000,diesel,manual,mumbai,maruti,maruti ritz,15,hatchback
450000,39000,diesel,manual,mumbai,hyundai,hyundai xcent,12,sedan
450000,7500,petrol,manual,mumbai,honda,honda amaze,11,sedan
480000,80733,petrol,automatic,mumbai,maruti,maruti celerio,8,hatchback
1209000,50528,diesel,manual,mumbai,tata,tata hexa,7,muv
160000,50000,petrol,manual,mumbai,chevrolet,chevrolet beat,15,hatchback
631000,94247,petrol,manual,mumbai,maruti,maruti ciaz,9,sedan
565001,48000,petrol,manual,mumbai,skoda,skoda rapid,9,sedan
1950000,92000,diesel,automatic,mumbai,toyota,toyota innova crysta,9,muv
690000,43680,petrol,manual,mumbai,maruti,maruti ciaz,9,sedan
1550000,55000,diesel,automatic,mumbai,audi,audi q3,12,suv
778000,73635,diesel,manual,mumbai,maruti,maruti vitara brezza,9,suv
1650000,29000,petrol,automatic,mumbai,skoda,skoda superb,10,sedan
2195000,58000,diesel,automatic,mumbai,bmw,bmw 3 series,11,sedan
361000,30897,cng,manual,mumbai,maruti,maruti alto k10,8,hatchback
355000,28361,petrol,manual,mumbai,maruti,maruti ritz,13,hatchback
285000,58000,cng,manual,mumbai,maruti,maruti wagon r,13,hatchback
575000,25000,petrol,manual,mumbai,hyundai,hyundai i20,8,hatchback
1750000,18119,petrol,automatic,mumbai,jeep,jeep compass,7,suv
459000,16908,petrol,manual,mumbai,hyundai,hyundai grand i10,8,hatchback
1895000,67000,diesel,automatic,mumbai,mercedes-benz,mercedes-benz cla,10,sedan
375000,78403,cng,manual,mumbai,maruti,maruti wagon r,12,hatchback
675000,29000,petrol,automatic,mumbai,honda,honda jazz,8,hatchback
1589999,11253,petrol,automatic,mumbai,mahindra,mahindra thar,5,suv
450000,38918,cng,manual,mumbai,maruti,maruti wagon r,10,hatchback
230000,115000,diesel,manual,mumbai,hyundai,hyundai i20,15,hatchback
725000,13000,diesel,manual,mumbai,nissan,nissan evalia,13,muv
2099000,64000,diesel,automatic,mumbai,mercedes-benz,mercedes-benz m-class,13,suv
420000,90000,petrol,manual,mumbai,volkswagen,volkswagen vento,14,sedan
1025000,55000,diesel,automatic,mumbai,hyundai,hyundai creta,10,suv
350000,71000,cng,manual,mumbai,maruti,maruti eeco,13,minivans
625000,43800,diesel,automatic,mumbai,volkswagen,volkswagen ameo,8,sedan
165000,60000,diesel,manual,mumbai,tata,tata manza,16,sedan
1530000,58535,diesel,automatic,mumbai,mahindra,mahindra xuv500,8,suv
264999,59000,petrol,manual,mumbai,hyundai,hyundai i20,14,hatchback
433000,41074,cng,manual,mumbai,maruti,maruti celerio,10,hatchback
492000,37322,petrol,manual,mumbai,maruti,maruti swift,9,hatchback
270000,53800,petrol,manual,mumbai,volkswagen,volkswagen vento,15,sedan
895000,23000,petrol,automatic,mumbai,maruti,maruti ciaz,7,sedan
802000,52796,diesel,manual,mumbai,tata,tata nexon,8,suv
405000,35755,petrol,manual,mumbai,honda,honda jazz,9,hatchback
295000,40036,petrol,manual,mumbai,maruti,maruti alto 800,9,hatchback
1425111,145000,diesel,automatic,mumbai,toyota,toyota fortuner,12,suv
535000,55400,petrol,automatic,mumbai,maruti,maruti swift dzire,10,sedan
430000,42630,petrol,manual,mumbai,hyundai,hyundai i20,12,hatchback
342000,35566,cng,manual,mumbai,maruti,maruti wagon r,13,hatchback
1075000,77000,diesel,automatic,mumbai,mercedes-benz,mercedes-benz a class,13,hatchback
374000,50000,petrol,manual,mumbai,maruti,maruti wagon r,9,hatchback
1095000,66000,diesel,automatic,mumbai,volkswagen,volkswagen jetta,10,sedan
690000,28000,petrol,manual,mumbai,hyundai,hyundai i20,8,hatchback
1075000,29000,petrol,automatic,mumbai,honda,honda city,8,sedan
1050000,69000,petrol,manual,mumbai,mercedes-benz,mercedes-benz e-class,14,sedan
1060000,9296,petrol,manual,mumbai,maruti,maruti ciaz,5,sedan
875000,70000,petrol,manual,mumbai,hyundai,hyundai creta,9,suv
1950000,59700,diesel,automatic,mumbai,mercedes-benz,mercedes-benz m-class,14,suv
495000,32304,petrol,manual,mumbai,skoda,skoda rapid,10,sedan
548000,17824,petrol,manual,mumbai,hyundai,hyundai grand i10,7,hatchback
718000,34503,petrol,manual,mumbai,tata,tata altroz,6,hatchback
570000,77704,petrol,manual,mumbai,maruti,maruti baleno,11,hatchback
4999999,33000,diesel,automatic,mumbai,mercedes-benz,mercedes-benz e-class,8,sedan
995000,34000,petrol,automatic,mumbai,hyundai,hyundai verna,8,sedan
541000,57000,diesel,manual,mumbai,maruti,maruti swift,11,hatchback
895000,35362,diesel,manual,mumbai,maruti,maruti sx4 s cross,7,suv
750000,27451,petrol,manual,mumbai,honda,honda city,9,sedan
945000,67000,diesel,automatic,mumbai,hyundai,hyundai verna,9,sedan
499999,14000,petrol,manual,mumbai,maruti,maruti swift,10,hatchback
321000,20644,petrol,manual,mumbai,renault,renault kwid,9,hatchback
685000,55000,petrol,automatic,mumbai,volkswagen,volkswagen vento,10,sedan
4899000,47000,diesel,automatic,mumbai,volvo,volvo xc60,8,suv
1800000,59000,diesel,automatic,mumbai,land rover,land rover range rover evoque,13,suv
626000,24185,cng,manual,mumbai,maruti,maruti wagon r,5,hatchback
575000,57449,petrol,automatic,mumbai,honda,honda city,11,sedan
1150000,74500,diesel,automatic,mumbai,mercedes-benz,mercedes-benz c-class,13,sedan
704000,20687,petrol,manual,mumbai,honda,honda wr-v,9,suv
3700000,41400,diesel,automatic,mumbai,mercedes-benz,mercedes-benz glc,9,suv
1695000,6145,petrol,automatic,mumbai,honda,honda civic,6,sedan
514000,42000,petrol,manual,mumbai,hyundai,hyundai i20,12,hatchback
406000,87741,petrol,automatic,mumbai,hyundai,hyundai grand i10,11,hatchback
735000,14134,petrol,automatic,mumbai,honda,honda amaze,7,sedan
1050000,67000,petrol,automatic,mumbai,audi,audi q5,15,suv
425000,73862,petrol,manual,mumbai,maruti,maruti swift dzire,12,sedan
2000000,60000,petrol,automatic,mumbai,skoda,skoda superb,9,sedan
306000,81782,petrol,manual,mumbai,hyundai,hyundai eon,11,hatchback
390000,70000,petrol,automatic,mumbai,skoda,skoda superb,15,sedan
599000,33527,petrol,automatic,mumbai,hyundai,hyundai grand i10,8,hatchback
495000,43000,petrol,manual,mumbai,maruti,maruti swift dzire,12,sedan
434000,31741,petrol,manual,mumbai,maruti,maruti celerio,8,hatchback
225000,56000,petrol,manual,mumbai,nissan,nissan micra,16,hatchback
275000,84000,petrol,manual,mumbai,toyota,toyota corolla altis,16,sedan
438000,25299,petrol,manual,mumbai,hyundai,hyundai grand i10,11,hatchback
555000,62396,petrol,automatic,mumbai,maruti,maruti ciaz,12,sedan
345000,71400,cng,manual,mumbai,maruti,maruti wagon r,12,hatchback
504000,90371,cng,manual,mumbai,maruti,maruti wagon r,7,hatchback
3750000,54200,diesel,automatic,mumbai,mercedes-benz,mercedes-benz gle,10,suv
275000,79000,cng,manual,mumbai,maruti,maruti wagon r,14,hatchback
1375000,35000,diesel,manual,mumbai,jeep,jeep compass,8,suv
1325000,40000,petrol,automatic,mumbai,jeep,jeep compass,8,suv
645000,32000,petrol,automatic,mumbai,maruti,maruti swift dzire,9,sedan
472384,35250,cng,manual,mumbai,maruti,maruti wagon r,8,hatchback
650000,64000,petrol,automatic,mumbai,ford,ford ecosport,9,suv
254000,41212,petrol,manual,mumbai,hyundai,hyundai i10,16,hatchback
820000,25000,petrol,manual,mumbai,hyundai,hyundai creta,11,suv
319999,84500,diesel,manual,mumbai,mahindra,mahindra quanto,12,suv
775000,126000,diesel,automatic,mumbai,hyundai,hyundai santa fe,14,suv
545000,58200,petrol,automatic,mumbai,honda,honda city,12,sedan
525000,68000,petrol,manual,mumbai,hyundai,hyundai i20,11,hatchback
375000,49000,petrol,manual,mumbai,hyundai,hyundai grand i10,13,hatchback
763000,76000,diesel,manual,mumbai,maruti,maruti vitara brezza,8,suv
795000,36000,petrol,manual,mumbai,honda,honda city,8,sedan
221000,45000,petrol,manual,mumbai,maruti,maruti sx4,16,sedan
878000,43251,petrol,automatic,mumbai,toyota,toyota yaris,8,sedan
525000,71921,diesel,manual,mumbai,renault,renault duster,12,suv
1079000,36198,petrol,automatic,mumbai,hyundai,hyundai venue,6,suv
542300,28650,petrol,manual,mumbai,hyundai,hyundai i20,10,hatchback
1095000,13000,petrol,automatic,mumbai,hyundai,hyundai venue,5,suv
1699999,6590,electric,automatic,mumbai,tata,tata nexon ev prime,4,suv
776000,56000,petrol,manual,mumbai,hyundai,hyundai creta,11,suv
355000,49014,cng,manual,mumbai,maruti,maruti wagon r,12,hatchback
250000,120000,diesel,manual,mumbai,ford,ford fiesta,15,sedan
1300000,70000,diesel,automatic,mumbai,bmw,bmw 5 series,15,sedan
675000,596,petrol,manual,mumbai,maruti,maruti wagon r,4,hatchback
1800000,17000,petrol,automatic,mumbai,mg,mg hector plus,6,suv
603000,65742,petrol,manual,mumbai,honda,honda city,11,sedan
445000,72000,diesel,manual,mumbai,skoda,skoda yeti,14,suv
530000,49246,petrol,manual,mumbai,hyundai,hyundai i20,11,hatchback
547000,24186,cng,manual,mumbai,maruti,maruti s-presso,5,hatchback
489000,85000,petrol,automatic,mumbai,hyundai,hyundai grand i10,10,hatchback
2750000,38000,petrol,automatic,mumbai,mercedes-benz,mercedes-benz c-class,9,sedan
576000,58066,diesel,manual,mumbai,hyundai,hyundai verna,12,sedan
350000,35000,diesel,manual,mumbai,hyundai,hyundai i20,14,hatchback
4100000,16500,petrol,automatic,mumbai,volvo,volvo xc40,6,suv
415000,29000,petrol,manual,mumbai,honda,honda amaze,12,sedan
2050000,55000,diesel,automatic,mumbai,mercedes-benz,mercedes-benz e-class,11,sedan
827000,52831,petrol,manual,mumbai,hyundai,hyundai creta,10,suv
4175000,18000,petrol,automatic,mumbai,mercedes-benz,mercedes-benz c-class,6,sedan
522000,26561,petrol,automatic,mumbai,maruti,maruti ignis,9,hatchback
2950000,36000,diesel,automatic,mumbai,bmw,bmw x1,7,suv
575000,78000,diesel,manual,mumbai,honda,honda city,10,sedan
1780000,28600,diesel,automatic,mumbai,mahindra,mahindra xuv500,5,suv
1050000,87000,diesel,automatic,mumbai,mahindra,mahindra xuv500,10,suv
2820111,23111,diesel,automatic,mumbai,mercedes-benz,mercedes-benz cla,8,sedan
896000,36133,petrol,manual,mumbai,hyundai,hyundai elantra,9,sedan
329000,51392,petrol,manual,mumbai,maruti,maruti wagon r stingray,13,hatchback
145000,41100,petrol,manual,mumbai,maruti,maruti zen estilo,19,hatchback
260389,81090,cng,manual,mumbai,maruti,maruti wagon r,15,hatchback
725000,48000,diesel,manual,mumbai,maruti,maruti ertiga,12,muv
690000,43000,diesel,manual,mumbai,maruti,maruti ciaz,10,sedan
470000,35400,petrol,manual,mumbai,hyundai,hyundai grand i10,9,hatchback
475000,17519,cng,manual,mumbai,maruti,maruti wagon r,8,hatchback
1850000,72500,diesel,automatic,mumbai,audi,audi q3,11,suv
1975000,13000,diesel,manual,mumbai,hyundai,hyundai creta,4,suv
294000,65000,diesel,manual,mumbai,skoda,skoda new laura,16,sedan
545000,34000,petrol,manual,mumbai,maruti,maruti ertiga,14,muv
299000,26596,petrol,manual,mumbai,maruti,maruti wagon r,13,hatchback
425000,31500,petrol,manual,mumbai,honda,honda amaze,10,sedan
4799999,8000,diesel,automatic,mumbai,toyota,toyota fortuner,5,suv
899000,86000,diesel,manual,mumbai,mahindra,mahindra scorpio,12,suv
975000,60000,petrol,automatic,mumbai,honda,honda city,8,sedan
415000,48000,petrol,automatic,mumbai,maruti,maruti celerio,12,hatchback
920000,14372,petrol,automatic,mumbai,maruti,maruti baleno,5,hatchback
250000,92000,petrol,manual,mumbai,honda,honda city,16,sedan
275000,60000,petrol,automatic,mumbai,hyundai,hyundai i10,15,hatchback
499000,110000,diesel,manual,mumbai,mahindra,mahindra xuv500,15,suv
911000,18000,petrol,manual,mumbai,hyundai,hyundai venue,5,suv
1034000,47607,diesel,automatic,mumbai,tata,tata nexon,5,suv
1488000,33597,petrol,automatic,mumbai,mg,mg hector,7,suv
5150000,19501,diesel,automatic,mumbai,bmw,bmw x3,6,suv
1725000,24000,petrol,automatic,mumbai,kia,kia seltos,7,suv
990000,74179,diesel,automatic,mumbai,maruti,maruti vitara brezza,7,suv
275000,78000,diesel,manual,mumbai,ford,ford fiesta,12,sedan
2300000,76000,diesel,automatic,mumbai,ford,ford endeavour,10,suv
4475000,30600,diesel,automatic,mumbai,jaguar,jaguar f-pace,7,suv
611000,51783,petrol,manual,mumbai,maruti,maruti baleno,8,hatchback
6500000,41000,diesel,automatic,mumbai,bmw,bmw 7 series,9,sedan
180000,47000,petrol,manual,mumbai,maruti,maruti ritz,17,hatchback
375000,26762,petrol,manual,mumbai,honda,honda amaze,13,sedan
200000,120000,diesel,manual,mumbai,maruti,maruti swift dzire,17,sedan
580000,66800,petrol,manual,mumbai,maruti,maruti baleno,9,hatchback
895000,4900,petrol,automatic,mumbai,honda,honda amaze,6,sedan
945000,54000,diesel,automatic,mumbai,bmw,bmw x1,15,suv
1400000,110000,diesel,automatic,mumbai,audi,audi q3,13,suv
1743000,25453,petrol,automatic,mumbai,jeep,jeep compass,7,suv
885000,29704,diesel,manual,mumbai,maruti,maruti ciaz,9,sedan
1200000,120000,diesel,manual,mumbai,toyota,toyota fortuner,13,suv
1039000,21000,cng,manual,mumbai,maruti,maruti ertiga,6,muv
425000,72000,petrol,manual,mumbai,hyundai,hyundai i20,12,hatchback
693000,102575,diesel,manual,mumbai,maruti,maruti vitara brezza,10,suv
2390000,22208,diesel,manual,mumbai,jeep,jeep compass,5,suv
741000,65000,petrol,manual,mumbai,hyundai,hyundai creta,10,suv
635000,58668,diesel,manual,mumbai,tata,tata tigor,7,sedan
555000,15093,petrol,manual,mumbai,honda,honda jazz,9,hatchback
550000,54000,petrol,automatic,mumbai,skoda,skoda superb,14,sedan
450000,70000,petrol,automatic,mumbai,honda,honda city,14,sedan
1030000,15957,petrol,manual,mumbai,hyundai,hyundai venue,5,suv
1799999,54000,petrol,automatic,mumbai,toyota,toyota innova crysta,8,muv
592000,60988,petrol,manual,mumbai,maruti,maruti baleno,9,hatchback
300000,60000,petrol,manual,mumbai,hyundai,hyundai i20,16,hatchback
350000,110000,diesel,manual,mumbai,renault,renault duster,13,suv
3050000,42000,diesel,automatic,mumbai,skoda,skoda kodiaq,8,suv
2450000,42000,diesel,automatic,mumbai,bmw,bmw 5 series,11,sedan
1750000,24000,diesel,automatic,mumbai,kia,seltos gtx plus diesel at,3,suv
1000000,30000,petrol,automatic,mumbai,mercedes-benz,mercedes-benz s-class,20,sedan
549000,39736,petrol,manual,mumbai,honda,honda city,11,sedan
1150000,22633,petrol,manual,mumbai,hyundai,hyundai creta,7,suv
510000,5046,petrol,manual,mumbai,renault,renault kwid,6,hatchback
889000,3348,petrol,manual,mumbai,honda,honda wr-v,5,suv
398000,27266,petrol,manual,mumbai,maruti,maruti wagon r stingray,10,hatchback
535000,110223,diesel,automatic,mumbai,mahindra,mahindra scorpio,14,suv
362000,82198,cng,manual,mumbai,maruti,maruti wagon r,10,hatchback
2475000,33600,petrol,automatic,mumbai,mercedes-benz,mercedes-benz cla,9,sedan
421000,62000,petrol,manual,mumbai,skoda,skoda rapid,12,sedan
910000,29000,petrol,automatic,mumbai,honda,honda city,8,sedan
1595000,23000,petrol,automatic,mumbai,mg,mg hector,6,suv
1735000,9200,petrol,automatic,mumbai,skoda,skoda kushaq,5,suv
894999,33400,petrol,automatic,mumbai,honda,honda city,9,sedan
895000,7000,petrol,manual,mumbai,maruti,maruti vitara brezza,5,suv
27500000,3500,diesel,automatic,mumbai,land rover,range rover 3.0 i diesel lwb hse,1,suv
2595000,33000,diesel,automatic,mumbai,bmw,bmw 3 series,13,convertibles
397000,25572,petrol,manual,mumbai,honda,honda amaze,12,sedan
150000,15000,petrol,manual,mumbai,maruti,maruti wagon r,18,hatchback
1870000,68500,diesel,automatic,mumbai,bmw,bmw 5 series,12,sedan
2399000,34000,petrol,automatic,mumbai,mercedes-benz,mercedes-benz c-class,10,sedan
340000,80883,cng,manual,mumbai,maruti,maruti wagon r,12,hatchback
865000,63000,petrol,automatic,mumbai,honda,honda city,9,sedan
225000,12133,petrol,manual,mumbai,maruti,maruti alto 800,12,hatchback
2411000,83000,diesel,automatic,mumbai,ford,ford endeavour,10,suv
3675000,96000,diesel,automatic,mumbai,land rover,land rover discovery,8,suv
750000,9102,petrol,manual,mumbai,maruti,maruti swift,6,hatchback
275000,71106,petrol,manual,mumbai,volkswagen,volkswagen polo,16,hatchback
902000,35587,petrol,automatic,mumbai,honda,honda city,8,sedan
400000,70000,diesel,manual,mumbai,maruti,maruti swift,14,hatchback
250000,55630,petrol,manual,mumbai,nissan,nissan micra,15,hatchback
1382000,75386,petrol,automatic,mumbai,jeep,jeep compass,8,suv
495000,53100,petrol,manual,mumbai,maruti,maruti swift,9,hatchback
200000,60000,petrol,manual,mumbai,datsun,datsun go plus,11,muv
531000,47000,petrol,manual,mumbai,hyundai,hyundai i20,10,hatchback
575111,52000,diesel,automatic,mumbai,skoda,skoda rapid,11,sedan
135000,71000,petrol,manual,mumbai,hyundai,hyundai getz,19,hatchback
1411000,16000,electric,automatic,mumbai,tata,tata nexon ev prime,5,suv
945000,43000,petrol,automatic,mumbai,skoda,skoda octavia,11,sedan
2550000,43500,diesel,automatic,mumbai,audi,audi a4,9,sedan
1100000,73500,diesel,automatic,mumbai,bmw,bmw x1,11,suv
3750000,40325,diesel,automatic,mumbai,bmw,bmw 5 series,9,sedan
790000,20000,cng,manual,mumbai,maruti,maruti ertiga,10,muv
650000,25000,petrol,manual,mumbai,renault,renault triber,6,muv
325000,32654,petrol,manual,mumbai,honda,honda brio,13,hatchback
1290001,28000,petrol,manual,mumbai,hyundai,hyundai creta,8,suv
1799000,9000,petrol,automatic,mumbai,mahindra,mahindra thar,4,suv
347000,73266,cng,manual,mumbai,maruti,maruti alto k10,9,hatchback
2600000,44167,diesel,automatic,mumbai,mercedes-benz,mercedes-benz cla,8,sedan
199000,83000,petrol,manual,mumbai,hyundai,hyundai i10,16,hatchback
360000,24289,petrol,manual,mumbai,hyundai,hyundai grand i10,13,hatchback
260000,110000,diesel,manual,mumbai,renault,renault scala,13,sedan
396000,39320,petrol,manual,mumbai,maruti,maruti swift,13,hatchback
1775000,29000,diesel,automatic,mumbai,mercedes-benz,mercedes-benz a class,9,hatchback
675000,16400,petrol,manual,mumbai,maruti,maruti ciaz,11,sedan
3250000,52000,diesel,automatic,mumbai,toyota,toyota fortuner,9,suv
510000,50000,petrol,automatic,mumbai,hyundai,hyundai verna,12,sedan
506000,67235,petrol,automatic,mumbai,ford,ford ecosport,11,suv
502000,36555,cng,manual,mumbai,maruti,maruti celerio,8,hatchback
366000,89432,petrol,manual,mumbai,honda,honda amaze,13,sedan
418000,87900,petrol,manual,mumbai,maruti,maruti swift dzire,13,sedan
885000,29000,petrol,automatic,mumbai,honda,honda br-v,9,suv
515000,36840,petrol,manual,mumbai,maruti,maruti baleno,10,hatchback
600000,60000,petrol,manual,mumbai,maruti,maruti wagon r,5,hatchback
675000,34000,petrol,manual,mumbai,hyundai,hyundai i20,6,hatchback
2425000,60100,diesel,automatic,mumbai,audi,audi a6,11,sedan
225000,59100,petrol,manual,mumbai,maruti,maruti a-star,15,hatchback
171000,62000,petrol,manual,mumbai,honda,honda city,18,sedan
2150000,58000,diesel,automatic,mumbai,bmw,bmw 5 series,11,sedan
581000,7615,petrol,automatic,mumbai,maruti,maruti s-presso,4,hatchback
675000,46001,petrol,automatic,mumbai,honda,honda city,11,sedan
690000,81000,cng,manual,mumbai,maruti,maruti ertiga,11,muv
2025000,44000,diesel,automatic,mumbai,toyota,toyota innova crysta,7,muv
2699999,34800,diesel,automatic,mumbai,mercedes-benz,mercedes-benz e-class,9,sedan
180000,51000,petrol,manual,mumbai,maruti,maruti alto k10,15,hatchback
717000,78747,petrol,manual,mumbai,tata,tata nexon,9,suv
475000,68626,petrol,manual,mumbai,honda,honda jazz,11,hatchback
599000,10929,petrol,manual,mumbai,honda,honda city,10,sedan
677000,18800,petrol,manual,mumbai,hyundai,hyundai i20,8,hatchback
625000,52000,petrol,automatic,mumbai,honda,honda city,11,sedan
245000,40000,petrol,manual,mumbai,chevrolet,chevrolet optra,15,sedan
900000,78109,petrol,automatic,mumbai,honda,honda city,11,sedan
1090003,32000,petrol,automatic,mumbai,hyundai,hyundai creta,8,suv
5975000,16500,diesel,automatic,mumbai,jaguar,jaguar xj,9,sedan
575000,70526,diesel,manual,mumbai,honda,honda city,11,sedan
500000,46000,petrol,manual,mumbai,honda,honda amaze,10,sedan
1175000,74000,petrol,automatic,mumbai,honda,honda cr-v,11,suv
799000,79000,petrol,automatic,mumbai,honda,honda cr-v,12,suv
590000,56649,petrol,automatic,mumbai,maruti,maruti ignis,8,hatchback
530000,43000,petrol,manual,mumbai,honda,honda jazz,10,hatchback
250000,110000,cng,manual,mumbai,maruti,maruti alto k10,10,hatchback
1125000,70000,diesel,automatic,mumbai,skoda,skoda octavia,11,sedan
2185111,70000,diesel,automatic,mumbai,audi,audi a6,9,sedan
3850000,54000,diesel,automatic,mumbai,mercedes-benz,mercedes-benz e-class,9,sedan
300000,102219,petrol,manual,mumbai,chevrolet,chevrolet enjoy,13,muv
75000,20000,petrol,manual,mumbai,hyundai,hyundai santro xing,18,hatchback
1350000,4363,diesel,manual,mumbai,mahindra,mahindra xuv300,4,suv
890000,2742,petrol,manual,mumbai,toyota,toyota urban cruiser,5,suv
855000,25386,petrol,automatic,mumbai,honda,honda city,9,sedan
495000,56000,petrol,manual,mumbai,honda,honda mobilio,11,muv
2645000,6500,petrol,automatic,mumbai,jeep,jeep compass,5,suv
585000,47000,diesel,manual,mumbai,volkswagen,volkswagen vento,11,sedan
3475000,110000,diesel,automatic,new delhi,audi,audi q7,10,suv
249279,104728,diesel,manual,new delhi,hyundai,hyundai i20,13,hatchback
420000,15000,petrol,manual,new delhi,maruti,maruti swift,11,hatchback
5800000,29000,diesel,automatic,new delhi,bmw,bmw 7 series,10,sedan
350000,61503,cng,manual,new delhi,maruti,maruti wagon r,9,hatchback
250000,104891,petrol,manual,new delhi,toyota,toyota corolla altis,17,sedan
825000,85000,diesel,automatic,new delhi,hyundai,hyundai creta,10,suv
1400000,40000,diesel,automatic,new delhi,kia,kia seltos,6,suv
240000,75000,petrol,manual,new delhi,toyota,toyota corolla altis,16,sedan
1675000,136000,petrol,automatic,new delhi,toyota,toyota camry,10,sedan
4490000,49000,petrol,automatic,new delhi,audi,audi a6,6,sedan
910000,48000,petrol,manual,new delhi,hyundai,hyundai verna,7,sedan
2700000,63470,diesel,automatic,new delhi,bmw,bmw x5,12,suv
650000,49848,petrol,manual,new delhi,honda,honda city,11,sedan
540000,47000,petrol,automatic,new delhi,maruti,maruti ignis,9,hatchback
700000,85705,petrol,automatic,new delhi,skoda,skoda octavia,12,sedan
175000,154003,petrol,manual,new delhi,honda,honda city,17,sedan
400000,57916,diesel,manual,new delhi,maruti,maruti swift dzire,12,sedan
1731000,14635,diesel,manual,new delhi,mahindra,mahindra scorpio,5,suv
190000,65847,diesel,manual,new delhi,chevrolet,chevrolet beat,13,hatchback
1645000,80000,diesel,automatic,new delhi,toyota,toyota innova crysta,8,muv
899001,67000,diesel,automatic,new delhi,mahindra,mahindra xuv500,9,suv
4925000,21000,diesel,automatic,new delhi,bmw,bmw 5 series,7,sedan
425000,51667,petrol,manual,new delhi,hyundai,hyundai grand i10,8,hatchback
354000,18698,petrol,manual,new delhi,datsun,datsun redigo,7,hatchback
280000,102023,diesel,manual,new delhi,maruti,maruti swift,12,hatchback
200000,67234,petrol,manual,new delhi,tata,tata indica ev2,10,hatchback
1850000,21283,diesel,automatic,new delhi,mahindra,mahindra xuv500,5,suv
295000,65000,petrol,manual,new delhi,hyundai,hyundai i10,13,hatchback
1649999,64120,petrol,automatic,new delhi,skoda,skoda superb,10,sedan
750000,71000,diesel,manual,new delhi,maruti,maruti ertiga,8,muv
6800000,30000,petrol,automatic,new delhi,mercedes-benz,mercedes-benz c-class,7,convertibles
100000,120000,petrol,manual,new delhi,maruti,maruti alto,17,hatchback
800000,78331,diesel,manual,new delhi,mitsubishi,mitsubishi pajero,13,suv
235000,64000,petrol,manual,new delhi,honda,honda jazz,16,hatchback
530000,27849,cng,manual,new delhi,maruti,maruti wagon r,6,hatchback
465000,53000,petrol,manual,new delhi,hyundai,hyundai grand i10,9,hatchback
535000,79431,diesel,manual,new delhi,maruti,maruti ciaz,10,sedan
410000,56014,diesel,manual,new delhi,maruti,maruti swift,12,hatchback
710000,45392,diesel,manual,new delhi,maruti,maruti vitara brezza,8,suv
965000,57000,diesel,automatic,new delhi,audi,audi a4,12,sedan
445000,55000,petrol,manual,new delhi,honda,honda amaze,10,sedan
200000,39622,diesel,manual,new delhi,chevrolet,chevrolet sail hatchback,12,hatchback
448000,75491,diesel,manual,new delhi,hyundai,hyundai i20 active,11,hatchback
523000,7081,petrol,automatic,new delhi,tata,tata tiago,8,hatchback
250000,68500,diesel,manual,new delhi,honda,honda amaze,13,sedan
320000,73000,diesel,manual,new delhi,maruti,maruti swift dzire,12,sedan
450000,62467,diesel,manual,new delhi,maruti,maruti swift,10,hatchback
500000,45339,petrol,manual,new delhi,maruti,maruti ertiga,12,muv
200000,110981,petrol,manual,new delhi,honda,honda civic,16,sedan
1775000,80000,diesel,automatic,new delhi,bmw,bmw x1,10,suv
451400,76461,petrol,automatic,new delhi,maruti,maruti wagon r,8,hatchback
1300000,11000,petrol,automatic,new delhi,honda,honda city,5,sedan
200000,31348,petrol,manual,new delhi,hyundai,hyundai i20,15,hatchback
1374631,56987,diesel,automatic,new delhi,volvo,volvo xc60,11,suv
85044,81555,petrol,manual,new delhi,maruti,maruti wagon r,18,hatchback
